microRNA	P-value (global)	P-value (local)	Association	Target (Gene Symbol)	Target (Entrez)
hsa-miR-93	4.18e-13	7.61e-07	positive	YOD1	55432
hsa-miR-93	4.18e-13	9.37e-07	positive	PHF6	84295
hsa-miR-93	4.18e-13	5.7e-06	positive	CNNM3	26505
hsa-miR-93	4.18e-13	6.75e-06	positive	GPR137C	283554
hsa-miR-93	4.18e-13	6.94e-06	positive	KIF23	9493
hsa-miR-93	4.18e-13	1.02e-05	positive	ERBB3	2065
hsa-miR-93	4.18e-13	1.77e-05	positive	TET3	200424
hsa-miR-93	4.18e-13	3.41e-05	positive	HMGB3	3149
hsa-miR-93	4.18e-13	4.85e-05	positive	TMEM123	114908
hsa-miR-93	4.18e-13	8.77e-05	positive	FNBP1L	54874
hsa-miR-93	4.18e-13	0.000116	positive	MAP7	9053
hsa-miR-93	4.18e-13	0.000117	positive	EPB41	2035
hsa-miR-93	4.18e-13	0.000149	positive	ATAD2	29028
hsa-miR-93	4.18e-13	0.000277	positive	MASTL	84930
hsa-miR-93	4.18e-13	0.000321	positive	ZBTB33	10009
hsa-miR-93	4.18e-13	0.00043	positive	CHAF1A	10036
hsa-miR-93	4.18e-13	0.000499	positive	SASH1	23328
hsa-miR-93	4.18e-13	0.000538	positive	YPEL1	29799
hsa-miR-93	4.18e-13	0.000557	positive	AGFG2	3268
hsa-miR-93	4.18e-13	0.000579	positive	DPP3	10072
hsa-miR-93	4.18e-13	0.000902	positive	YPEL2	388403
hsa-miR-93	4.18e-13	0.00102	positive	UBR5	51366
hsa-miR-93	4.18e-13	0.00105	positive	URI1	8725
hsa-miR-93	4.18e-13	0.00106	positive	E2F1	1869
hsa-miR-93	4.18e-13	0.00114	positive	C2orf69	205327
hsa-miR-93	4.18e-13	0.00129	positive	MAPK9	5601
hsa-miR-93	4.18e-13	0.00137	positive	GABPB1	2553
hsa-miR-93	4.18e-13	0.00168	positive	UBE3C	9690
hsa-miR-93	4.18e-13	0.0024	positive	SIKE1	80143
hsa-miR-93	4.18e-13	0.0025	positive	BAMBI	25805
hsa-miR-93	4.18e-13	0.00269	positive	TANC1	85461
hsa-miR-93	4.18e-13	0.00321	positive	ACBD5	91452
hsa-miR-23b	9.53e-13	2.52e-12	negative	WHSC1	7468
hsa-miR-23b	9.53e-13	1.39e-11	negative	HNF4G	3174
hsa-miR-23b	9.53e-13	1.34e-10	negative	SLC16A6	9120
hsa-miR-23b	9.53e-13	5.8e-10	negative	SEPT3	55964
hsa-miR-23b	9.53e-13	5.88e-10	negative	CPSF4	10898
hsa-miR-23b	9.53e-13	2.12e-09	negative	UBE2O	63893
hsa-miR-23b	9.53e-13	3.01e-09	negative	HOXC9	3225
hsa-miR-23b	9.53e-13	8.76e-08	negative	ZIC5	85416
hsa-miR-23b	9.53e-13	1.2e-07	negative	CCL7	6354
hsa-miR-23b	9.53e-13	1.4e-07	negative	DLGAP2	9228
hsa-miR-23b	9.53e-13	7.45e-07	negative	NTS	4922
hsa-miR-23b	9.53e-13	9.02e-07	negative	IGSF8	93185
hsa-miR-23b	9.53e-13	9.67e-07	negative	CNNM2	54805
hsa-miR-23b	9.53e-13	1.07e-06	negative	ADRA2A	150
hsa-miR-23b	9.53e-13	1.61e-06	negative	FSHR	2492
hsa-miR-23b	9.53e-13	2.3e-06	negative	CALCR	799
hsa-miR-23b	9.53e-13	4.57e-06	negative	CA2	760
hsa-miR-23b	9.53e-13	5.21e-06	negative	NRGN	4900
hsa-miR-23b	9.53e-13	5.53e-06	negative	TNFAIP6	7130
hsa-miR-23b	9.53e-13	6.57e-06	negative	MYH1	4619
hsa-miR-23b	9.53e-13	6.87e-06	negative	IGDCC3	9543
hsa-miR-23b	9.53e-13	7.19e-06	negative	CLDN14	23562
hsa-miR-23b	9.53e-13	8.01e-06	negative	NKX2-1	7080
hsa-miR-23b	9.53e-13	1.01e-05	negative	ASB15	142685
hsa-miR-23b	9.53e-13	1.23e-05	negative	TECPR1	25851
hsa-miR-23b	9.53e-13	1.34e-05	negative	TMCO2	127391
hsa-miR-23b	9.53e-13	1.43e-05	negative	MOGS	7841
hsa-miR-23b	9.53e-13	1.66e-05	negative	MYH4	4622
hsa-miR-23b	9.53e-13	2.03e-05	negative	SNX22	79856
hsa-miR-23b	9.53e-13	2.63e-05	negative	CCM2	83605
hsa-miR-23b	9.53e-13	2.65e-05	negative	PPIF	10105
hsa-miR-23b	9.53e-13	3.03e-05	negative	RGS8	85397
hsa-miR-23b	9.53e-13	3.62e-05	negative	SLC6A2	6530
hsa-miR-23b	9.53e-13	3.68e-05	negative	IGF2BP1	10642
hsa-miR-23b	9.53e-13	4.05e-05	negative	MARCKSL1	65108
hsa-miR-23b	9.53e-13	4.07e-05	negative	POU4F2	5458
hsa-miR-23b	9.53e-13	4.19e-05	negative	MAGEB2	4113
hsa-miR-23b	9.53e-13	4.74e-05	negative	PPP4R4	57718
hsa-miR-23b	9.53e-13	6.36e-05	negative	GABRB2	2561
hsa-miR-23b	9.53e-13	6.58e-05	negative	ZNF274	10782
hsa-miR-23b	9.53e-13	7.96e-05	negative	IHH	3549
hsa-miR-23b	9.53e-13	7.98e-05	negative	DLX1	1745
hsa-miR-23b	9.53e-13	8.57e-05	negative	PAQR9	344838
hsa-miR-23b	9.53e-13	8.61e-05	negative	TET3	200424
hsa-miR-23b	9.53e-13	8.64e-05	negative	ZNF579	163033
hsa-miR-23b	9.53e-13	9.56e-05	negative	MAB21L2	10586
hsa-miR-23b	9.53e-13	9.77e-05	negative	TMEM120B	144404
hsa-miR-23b	9.53e-13	0.000148	negative	FOXL2	668
hsa-miR-23b	9.53e-13	0.000154	negative	KCNIP4	80333
hsa-miR-23b	9.53e-13	0.00018	negative	CHSY3	337876
hsa-miR-23b	9.53e-13	0.00018	negative	VPS37D	155382
hsa-miR-23b	9.53e-13	0.000199	negative	TRIM63	84676
hsa-miR-23b	9.53e-13	0.000262	negative	CAMTA1	23261
hsa-miR-23b	9.53e-13	0.000274	negative	PRTG	283659
hsa-miR-23b	9.53e-13	0.000277	negative	LHX4	89884
hsa-miR-23b	9.53e-13	0.00028	negative	CCSAP	126731
hsa-miR-23b	9.53e-13	0.000296	negative	MYH2	4620
hsa-miR-23b	9.53e-13	0.000309	negative	RXRG	6258
hsa-miR-23b	9.53e-13	0.000315	negative	ELOVL3	83401
hsa-miR-23b	9.53e-13	0.000317	negative	HOOK2	29911
hsa-miR-23b	9.53e-13	0.000318	negative	YOD1	55432
hsa-miR-23b	9.53e-13	0.000372	negative	CBFA2T3	863
hsa-miR-23b	9.53e-13	0.000417	negative	YWHAG	7532
hsa-miR-23b	9.53e-13	0.000497	negative	MEPCE	56257
hsa-miR-23b	9.53e-13	0.000543	negative	COL11A2	1302
hsa-miR-23b	9.53e-13	0.000589	negative	PLCXD3	345557
hsa-miR-23b	9.53e-13	0.000676	negative	NOL4	8715
hsa-miR-23b	9.53e-13	0.000776	negative	GCC1	79571
hsa-miR-23b	9.53e-13	0.000841	negative	AMMECR1	9949
hsa-miR-23b	9.53e-13	0.000877	negative	HTR2C	3358
hsa-miR-23b	9.53e-13	0.000984	negative	FANCI	55215
hsa-miR-23b	9.53e-13	0.0012	negative	SHROOM2	357
hsa-miR-23b	9.53e-13	0.00173	negative	ZNF839	55778
hsa-miR-23b	9.53e-13	0.00222	negative	BORA	79866
hsa-miR-23b	9.53e-13	0.00231	negative	ARID3B	10620
hsa-miR-23b	9.53e-13	0.00287	negative	GAP43	2596
hsa-miR-23b	9.53e-13	0.00391	negative	NR6A1	2649
hsa-miR-23b	9.53e-13	0.00414	negative	IPPK	64768
hsa-miR-23b	9.53e-13	0.00483	negative	FAM123B	139285
hsa-miR-23b	9.53e-13	1.11e-21	positive	MEIS1	4211
hsa-miR-23b	9.53e-13	4.15e-21	positive	CFL2	1073
hsa-miR-23b	9.53e-13	2.2e-19	positive	LPP	4026
hsa-miR-23b	9.53e-13	1.35e-18	positive	FBXO32	114907
hsa-miR-23b	9.53e-13	2.78e-16	positive	DCBLD2	131566
hsa-miR-23b	9.53e-13	3.47e-16	positive	TEAD1	7003
hsa-miR-23b	9.53e-13	1.58e-14	positive	PPP1R12A	4659
hsa-miR-23b	9.53e-13	2.85e-14	positive	ALDH1A2	8854
hsa-miR-23b	9.53e-13	1.67e-13	positive	BNIP2	663
hsa-miR-23b	9.53e-13	3.16e-12	positive	FBN1	2200
hsa-miR-23b	9.53e-13	4.02e-12	positive	EIF4EBP2	1979
hsa-miR-23b	9.53e-13	9.82e-12	positive	LPHN2	23266
hsa-miR-23b	9.53e-13	2.6e-11	positive	ZNF292	23036
hsa-miR-23b	9.53e-13	2.9e-11	positive	PLAGL1	5325
hsa-miR-23b	9.53e-13	3.73e-11	positive	JAK1	3716
hsa-miR-23b	9.53e-13	8.16e-11	positive	PAK3	5063
hsa-miR-23b	9.53e-13	2.08e-10	positive	HOXD10	3236
hsa-miR-23b	9.53e-13	6.08e-10	positive	ARHGAP20	57569
hsa-miR-23b	9.53e-13	7.93e-10	positive	CCDC82	79780
hsa-miR-23b	9.53e-13	9.35e-10	positive	B3GALT2	8707
hsa-miR-23b	9.53e-13	1.57e-09	positive	PTP4A2	8073
hsa-miR-23b	9.53e-13	1.69e-09	positive	EPAS1	2034
hsa-miR-23b	9.53e-13	1.87e-09	positive	EOGT	285203
hsa-miR-23b	9.53e-13	1.87e-09	positive	BAZ2B	29994
hsa-miR-23b	9.53e-13	2.54e-09	positive	MAPRE1	22919
hsa-miR-23b	9.53e-13	2.58e-09	positive	MTMR10	54893
hsa-miR-23b	9.53e-13	2.64e-09	positive	UACA	55075
hsa-miR-23b	9.53e-13	3.47e-09	positive	SPRY2	10253
hsa-miR-23b	9.53e-13	5.97e-09	positive	ATP11C	286410
hsa-miR-23b	9.53e-13	6.01e-09	positive	WWC2	80014
hsa-miR-23b	9.53e-13	8.2e-09	positive	STX12	23673
hsa-miR-23b	9.53e-13	1.2e-08	positive	PNRC1	10957
hsa-miR-23b	9.53e-13	1.22e-08	positive	FGF2	2247
hsa-miR-23b	9.53e-13	1.9e-08	positive	TGFBR2	7048
hsa-miR-23b	9.53e-13	2.01e-08	positive	QKI	9444
hsa-miR-23b	9.53e-13	2.31e-08	positive	CRBN	51185
hsa-miR-23b	9.53e-13	3.14e-08	positive	PPP1CB	5500
hsa-miR-23b	9.53e-13	3.4e-08	positive	QSER1	79832
hsa-miR-23b	9.53e-13	5.22e-08	positive	AEBP2	121536
hsa-miR-23b	9.53e-13	6.34e-08	positive	CSNK2A2	1459
hsa-miR-23b	9.53e-13	6.9e-08	positive	TET2	54790
hsa-miR-23b	9.53e-13	7.7e-08	positive	MYL12B	103910
hsa-miR-23b	9.53e-13	1.86e-07	positive	MAP3K1	4214
hsa-miR-23b	9.53e-13	2.05e-07	positive	ANKRD50	57182
hsa-miR-23b	9.53e-13	2.06e-07	positive	MEF2C	4208
hsa-miR-23b	9.53e-13	2.37e-07	positive	MIER1	57708
hsa-miR-23b	9.53e-13	2.53e-07	positive	INTU	27152
hsa-miR-23b	9.53e-13	2.62e-07	positive	RBM26	64062
hsa-miR-23b	9.53e-13	3.26e-07	positive	ATP6V1E1	529
hsa-miR-23b	9.53e-13	3.94e-07	positive	SLC25A4	291
hsa-miR-23b	9.53e-13	4.31e-07	positive	GPRC5B	51704
hsa-miR-23b	9.53e-13	4.4e-07	positive	PICALM	8301
hsa-miR-23b	9.53e-13	5.47e-07	positive	TNRC6B	23112
hsa-miR-23b	9.53e-13	7.25e-07	positive	PPARGC1A	10891
hsa-miR-23b	9.53e-13	1.32e-06	positive	CNN2	1265
hsa-miR-23b	9.53e-13	1.49e-06	positive	LAMP1	3916
hsa-miR-23b	9.53e-13	1.57e-06	positive	MET	4233
hsa-miR-23b	9.53e-13	1.71e-06	positive	EPS15	2060
hsa-miR-23b	9.53e-13	1.77e-06	positive	GHITM	27069
hsa-miR-23b	9.53e-13	1.89e-06	positive	BBS9	27241
hsa-miR-23b	9.53e-13	2.29e-06	positive	TARDBP	23435
hsa-miR-23b	9.53e-13	2.47e-06	positive	RBPMS2	348093
hsa-miR-23b	9.53e-13	2.87e-06	positive	RSBN1	54665
hsa-miR-23b	9.53e-13	3.05e-06	positive	UBE2D3	7323
hsa-miR-23b	9.53e-13	3.85e-06	positive	STX17	55014
hsa-miR-23b	9.53e-13	3.94e-06	positive	WDR33	55339
hsa-miR-23b	9.53e-13	4.06e-06	positive	DACH1	1602
hsa-miR-23b	9.53e-13	5.81e-06	positive	CUL3	8452
hsa-miR-23b	9.53e-13	5.89e-06	positive	JMJD1C	221037
hsa-miR-23b	9.53e-13	6.67e-06	positive	ATMIN	23300
hsa-miR-23b	9.53e-13	7.12e-06	positive	TGIF1	7050
hsa-miR-23b	9.53e-13	7.72e-06	positive	PPP2R5E	5529
hsa-miR-23b	9.53e-13	1.01e-05	positive	DMXL1	1657
hsa-miR-23b	9.53e-13	1.02e-05	positive	WTAP	9589
hsa-miR-23b	9.53e-13	1.1e-05	positive	SEMA6D	80031
hsa-miR-23b	9.53e-13	1.64e-05	positive	INO80D	54891
hsa-miR-23b	9.53e-13	1.75e-05	positive	GPBP1	65056
hsa-miR-23b	9.53e-13	2.36e-05	positive	IPO5	3843
hsa-miR-23b	9.53e-13	2.36e-05	positive	RBM25	58517
hsa-miR-23b	9.53e-13	2.66e-05	positive	N4BP2L1	90634
hsa-miR-23b	9.53e-13	2.75e-05	positive	ARFIP1	27236
hsa-miR-23b	9.53e-13	2.88e-05	positive	DCUN1D3	123879
hsa-miR-23b	9.53e-13	3.42e-05	positive	GGNBP2	79893
hsa-miR-23b	9.53e-13	3.45e-05	positive	TMED7	51014
hsa-miR-23b	9.53e-13	3.79e-05	positive	LHFPL2	10184
hsa-miR-23b	9.53e-13	4.01e-05	positive	TAB3	257397
hsa-miR-23b	9.53e-13	4.27e-05	positive	INTS6	26512
hsa-miR-23b	9.53e-13	4.38e-05	positive	ZMYM2	7750
hsa-miR-23b	9.53e-13	4.56e-05	positive	SLC16A2	6567
hsa-miR-23b	9.53e-13	4.59e-05	positive	CAPN6	827
hsa-miR-23b	9.53e-13	4.63e-05	positive	TJP2	9414
hsa-miR-23b	9.53e-13	6.42e-05	positive	FAM126B	285172
hsa-miR-23b	9.53e-13	6.45e-05	positive	CNOT6L	246175
hsa-miR-23b	9.53e-13	8.73e-05	positive	CDC40	51362
hsa-miR-23b	9.53e-13	8.74e-05	positive	TIA1	7072
hsa-miR-23b	9.53e-13	8.81e-05	positive	MAT2A	4144
hsa-miR-23b	9.53e-13	9.83e-05	positive	RTF1	23168
hsa-miR-23b	9.53e-13	9.93e-05	positive	NDFIP2	54602
hsa-miR-23b	9.53e-13	0.000189	positive	PROSC	11212
hsa-miR-23b	9.53e-13	0.000268	positive	MED12	9968
hsa-miR-23b	9.53e-13	0.000361	positive	TPST1	8460
hsa-miR-23b	9.53e-13	0.000538	positive	DUSP5	1847
hsa-miR-23b	9.53e-13	0.000558	positive	USP6NL	9712
hsa-miR-23b	9.53e-13	0.000573	positive	RAPGEF2	9693
hsa-miR-23b	9.53e-13	0.000598	positive	BRWD1	54014
hsa-miR-23b	9.53e-13	0.000637	positive	CHUK	1147
hsa-miR-23b	9.53e-13	0.00103	positive	CFDP1	10428
hsa-miR-23b	9.53e-13	0.00111	positive	GNG2	54331
hsa-miR-23b	9.53e-13	0.00117	positive	CTCF	10664
hsa-miR-23b	9.53e-13	0.00118	positive	ASF1A	25842
hsa-miR-23b	9.53e-13	0.00128	positive	RRAS2	22800
hsa-miR-23b	9.53e-13	0.00139	positive	CAPRIN1	4076
hsa-miR-23b	9.53e-13	0.00161	positive	FILIP1	27145
hsa-miR-23b	9.53e-13	0.00247	positive	RSBN1L	222194
hsa-miR-23b	9.53e-13	0.00287	positive	PGRMC2	10424
hsa-miR-23b	9.53e-13	0.00301	positive	SLC12A2	6558
hsa-miR-23b	9.53e-13	0.00317	positive	CSNK1G3	1456
hsa-miR-23b	9.53e-13	0.00318	positive	SMAD5	4090
hsa-miR-23b	9.53e-13	0.00333	positive	RBBP6	5930
hsa-miR-23b	9.53e-13	0.00408	positive	ORMDL1	94101
hsa-miR-23b	9.53e-13	0.00422	positive	SRPX	8406
hsa-miR-23b	9.53e-13	0.00442	positive	NAA50	80218
hsa-miR-182	1.05e-12	1.29e-28	negative	TNS1	7145
hsa-miR-182	1.05e-12	3.57e-27	negative	JAZF1	221895
hsa-miR-182	1.05e-12	7.39e-21	negative	PRKCB	5579
hsa-miR-182	1.05e-12	3.04e-20	negative	BNC2	54796
hsa-miR-182	1.05e-12	1.31e-19	negative	MYADM	91663
hsa-miR-182	1.05e-12	1.81e-19	negative	MAP1B	4131
hsa-miR-182	1.05e-12	2.63e-19	negative	ZFP36L1	677
hsa-miR-182	1.05e-12	6.46e-19	negative	MITF	4286
hsa-miR-182	1.05e-12	1.52e-18	negative	ISL1	3670
hsa-miR-182	1.05e-12	1.34e-17	negative	NHS	4810
hsa-miR-182	1.05e-12	3.09e-17	negative	CORO1C	23603
hsa-miR-182	1.05e-12	9.04e-17	negative	FOSL2	2355
hsa-miR-182	1.05e-12	1.27e-15	negative	FAT3	120114
hsa-miR-182	1.05e-12	2.44e-15	negative	EPAS1	2034
hsa-miR-182	1.05e-12	7.81e-15	negative	BCL11A	53335
hsa-miR-182	1.05e-12	3.92e-14	negative	RARG	5916
hsa-miR-182	1.05e-12	7.59e-14	negative	MET	4233
hsa-miR-182	1.05e-12	1.56e-13	negative	PCDH18	54510
hsa-miR-182	1.05e-12	2e-13	negative	STOX2	56977
hsa-miR-182	1.05e-12	1.91e-12	negative	DOK4	55715
hsa-miR-182	1.05e-12	3.08e-12	negative	PIP5K1B	8395
hsa-miR-182	1.05e-12	8.11e-12	negative	NUAK1	9891
hsa-miR-182	1.05e-12	5.39e-11	negative	TBC1D22A	25771
hsa-miR-182	1.05e-12	1.97e-10	negative	FAM160B2	64760
hsa-miR-182	1.05e-12	4.27e-10	negative	PLEKHG3	26030
hsa-miR-182	1.05e-12	5.79e-10	negative	SH3BGRL	6451
hsa-miR-182	1.05e-12	9.11e-10	negative	BDNF	627
hsa-miR-182	1.05e-12	2.88e-09	negative	SAMD12	401474
hsa-miR-182	1.05e-12	1.13e-08	negative	MEF2D	4209
hsa-miR-182	1.05e-12	1.55e-08	negative	ANGPTL1	9068
hsa-miR-182	1.05e-12	2.25e-08	negative	QKI	9444
hsa-miR-182	1.05e-12	7.76e-08	negative	CHST11	50515
hsa-miR-182	1.05e-12	8.68e-08	negative	KLF7	8609
hsa-miR-182	1.05e-12	8.87e-08	negative	VAMP3	9341
hsa-miR-182	1.05e-12	1.31e-07	negative	ITGB8	3696
hsa-miR-182	1.05e-12	4.86e-07	negative	QSER1	79832
hsa-miR-182	1.05e-12	8.95e-07	negative	ATXN1	6310
hsa-miR-182	1.05e-12	1.58e-06	negative	ANKRD44	91526
hsa-miR-182	1.05e-12	1.96e-06	negative	OSBPL10	114884
hsa-miR-182	1.05e-12	2.93e-06	negative	LPHN2	23266
hsa-miR-182	1.05e-12	3.08e-06	negative	DCUN1D4	23142
hsa-miR-182	1.05e-12	1.42e-05	negative	FLOT1	10211
hsa-miR-182	1.05e-12	1.78e-05	negative	ELMO1	9844
hsa-miR-182	1.05e-12	2.75e-05	negative	ZFP36	7538
hsa-miR-182	1.05e-12	6.09e-05	negative	PPFIBP2	8495
hsa-miR-182	1.05e-12	9.28e-05	negative	PRDM1	639
hsa-miR-182	1.05e-12	0.00011	negative	RECK	8434
hsa-miR-182	1.05e-12	0.000129	negative	EPHB1	2047
hsa-miR-182	1.05e-12	0.000204	negative	KIAA1217	56243
hsa-miR-182	1.05e-12	0.000229	negative	WDR47	22911
hsa-miR-182	1.05e-12	0.000335	negative	MTSS1	9788
hsa-miR-182	1.05e-12	0.000379	negative	PHF21A	51317
hsa-miR-182	1.05e-12	0.000424	negative	KCNN3	3782
hsa-miR-182	1.05e-12	0.000437	negative	CHMP1A	5119
hsa-miR-182	1.05e-12	0.000567	negative	LRP10	26020
hsa-miR-182	1.05e-12	0.000706	negative	GPRASP2	114928
hsa-miR-182	1.05e-12	0.00112	negative	FOXF2	2295
hsa-miR-182	1.05e-12	0.00118	negative	GRIA3	2892
hsa-miR-182	1.05e-12	0.00151	negative	ADCY2	108
hsa-miR-182	1.05e-12	0.00379	negative	ST8SIA1	6489
hsa-miR-182	1.05e-12	1.13e-10	positive	SPIN3	169981
hsa-miR-182	1.05e-12	2.25e-10	positive	ELAVL2	1993
hsa-miR-182	1.05e-12	4.12e-10	positive	CCDC41	51134
hsa-miR-182	1.05e-12	4.38e-10	positive	MYRIP	25924
hsa-miR-182	1.05e-12	1.16e-09	positive	TAF4B	6875
hsa-miR-182	1.05e-12	3.54e-09	positive	ONECUT2	9480
hsa-miR-182	1.05e-12	7.65e-08	positive	EPT1	85465
hsa-miR-182	1.05e-12	1.48e-07	positive	LRRC7	57554
hsa-miR-182	1.05e-12	4.76e-07	positive	NCALD	83988
hsa-miR-182	1.05e-12	5.36e-07	positive	DCAF12	25853
hsa-miR-182	1.05e-12	5.77e-07	positive	SGMS1	259230
hsa-miR-182	1.05e-12	6.34e-07	positive	ZMPSTE24	10269
hsa-miR-182	1.05e-12	1e-06	positive	FAM134B	54463
hsa-miR-182	1.05e-12	1.92e-06	positive	GMFB	2764
hsa-miR-182	1.05e-12	2.64e-06	positive	MYO19	80179
hsa-miR-182	1.05e-12	3.24e-06	positive	RAPGEF5	9771
hsa-miR-182	1.05e-12	1.11e-05	positive	ZBTB37	84614
hsa-miR-182	1.05e-12	1.52e-05	positive	RGS17	26575
hsa-miR-182	1.05e-12	1.57e-05	positive	DENR	8562
hsa-miR-182	1.05e-12	2.45e-05	positive	KHDRBS3	10656
hsa-miR-182	1.05e-12	2.91e-05	positive	CLPTM1L	81037
hsa-miR-182	1.05e-12	3.19e-05	positive	CD2AP	23607
hsa-miR-182	1.05e-12	4.86e-05	positive	NPM1	4869
hsa-miR-182	1.05e-12	6.28e-05	positive	MAK	4117
hsa-miR-182	1.05e-12	0.00013	positive	SLC39A9	55334
hsa-miR-182	1.05e-12	0.000132	positive	ANK3	288
hsa-miR-182	1.05e-12	0.000177	positive	FOXN2	3344
hsa-miR-182	1.05e-12	0.000203	positive	NKX2-2	4821
hsa-miR-182	1.05e-12	0.000229	positive	SNX4	8723
hsa-miR-182	1.05e-12	0.000287	positive	VPS26B	112936
hsa-miR-182	1.05e-12	5e-04	positive	ZNF697	90874
hsa-miR-182	1.05e-12	0.000501	positive	SS18L1	26039
hsa-miR-182	1.05e-12	0.000599	positive	TAT	6898
hsa-miR-182	1.05e-12	0.000665	positive	SHOX	6473
hsa-miR-182	1.05e-12	0.000726	positive	MOB1B	92597
hsa-miR-182	1.05e-12	0.000799	positive	GXYLT1	283464
hsa-miR-182	1.05e-12	0.000887	positive	C8orf37	157657
hsa-miR-182	1.05e-12	0.000938	positive	CLCN5	1184
hsa-miR-182	1.05e-12	0.00107	positive	TMEM68	137695
hsa-miR-182	1.05e-12	0.00125	positive	HOXA9	3205
hsa-miR-182	1.05e-12	0.00153	positive	IMPAD1	54928
hsa-miR-182	1.05e-12	0.00165	positive	SEPHS1	22929
hsa-miR-182	1.05e-12	0.00242	positive	SMG5	23381
hsa-miR-182	1.05e-12	0.00264	positive	SLC1A2	6506
hsa-miR-182	1.05e-12	0.0029	positive	ZNF706	51123
hsa-miR-182	1.05e-12	0.00313	positive	MLX	6945
hsa-miR-182	1.05e-12	0.00363	positive	CACNA1B	774
hsa-miR-182	1.05e-12	0.00365	positive	TMEM150C	441027
hsa-miR-182	1.05e-12	0.00375	positive	SEZ6L2	26470
hsa-miR-182	1.05e-12	0.00384	positive	TOPBP1	11073
hsa-miR-30c	3.4e-12	1.44e-10	negative	RNF44	22838
hsa-miR-30c	3.4e-12	1.44e-10	negative	MYBL2	4605
hsa-miR-30c	3.4e-12	6.11e-10	negative	CNGB3	54714
hsa-miR-30c	3.4e-12	1.03e-09	negative	FRMPD1	22844
hsa-miR-30c	3.4e-12	4.54e-09	negative	PALM2	114299
hsa-miR-30c	3.4e-12	9e-09	negative	PPP4R4	57718
hsa-miR-30c	3.4e-12	1.1e-08	negative	DLL4	54567
hsa-miR-30c	3.4e-12	1.35e-08	negative	ARID3A	1820
hsa-miR-30c	3.4e-12	3.42e-08	negative	GIGYF1	64599
hsa-miR-30c	3.4e-12	5.42e-08	negative	TLL2	7093
hsa-miR-30c	3.4e-12	7.9e-08	negative	IL1A	3552
hsa-miR-30c	3.4e-12	1.13e-07	negative	BNC1	646
hsa-miR-30c	3.4e-12	1.65e-07	negative	GRM5	2915
hsa-miR-30c	3.4e-12	1.71e-07	negative	JAG2	3714
hsa-miR-30c	3.4e-12	2.39e-07	negative	SCN3A	6328
hsa-miR-30c	3.4e-12	2.47e-07	negative	EPHB2	2048
hsa-miR-30c	3.4e-12	2.5e-07	negative	MARCH3	115123
hsa-miR-30c	3.4e-12	3.02e-07	negative	BSN	8927
hsa-miR-30c	3.4e-12	3.41e-07	negative	STOML1	9399
hsa-miR-30c	3.4e-12	4.23e-07	negative	LGI1	9211
hsa-miR-30c	3.4e-12	4.52e-07	negative	CALB2	794
hsa-miR-30c	3.4e-12	4.79e-07	negative	NEUROD1	4760
hsa-miR-30c	3.4e-12	5.36e-07	negative	CHST1	8534
hsa-miR-30c	3.4e-12	5.36e-07	negative	PAPOLB	56903
hsa-miR-30c	3.4e-12	7.1e-07	negative	SORCS3	22986
hsa-miR-30c	3.4e-12	7.51e-07	negative	SCN9A	6335
hsa-miR-30c	3.4e-12	7.52e-07	negative	MARCH4	57574
hsa-miR-30c	3.4e-12	7.93e-07	negative	DOC2A	8448
hsa-miR-30c	3.4e-12	8.14e-07	negative	NPTXR	23467
hsa-miR-30c	3.4e-12	1.17e-06	negative	RHEBL1	121268
hsa-miR-30c	3.4e-12	1.28e-06	negative	KCNJ12	3768
hsa-miR-30c	3.4e-12	1.56e-06	negative	POU4F2	5458
hsa-miR-30c	3.4e-12	1.64e-06	negative	SLC6A3	6531
hsa-miR-30c	3.4e-12	1.71e-06	negative	SLC29A3	55315
hsa-miR-30c	3.4e-12	1.76e-06	negative	HLX	3142
hsa-miR-30c	3.4e-12	1.84e-06	negative	ATP2B2	491
hsa-miR-30c	3.4e-12	2.03e-06	negative	PAX3	5077
hsa-miR-30c	3.4e-12	2.53e-06	negative	CTHRC1	115908
hsa-miR-30c	3.4e-12	2.6e-06	negative	LHX8	431707
hsa-miR-30c	3.4e-12	3.09e-06	negative	PITPNM2	57605
hsa-miR-30c	3.4e-12	3.23e-06	negative	FAM131B	9715
hsa-miR-30c	3.4e-12	3.5e-06	negative	HNF4G	3174
hsa-miR-30c	3.4e-12	3.75e-06	negative	ELL	8178
hsa-miR-30c	3.4e-12	3.9e-06	negative	FOXG1	2290
hsa-miR-30c	3.4e-12	4.91e-06	negative	SLC5A11	115584
hsa-miR-30c	3.4e-12	6.04e-06	negative	SCARA5	286133
hsa-miR-30c	3.4e-12	7.72e-06	negative	IRF4	3662
hsa-miR-30c	3.4e-12	7.72e-06	negative	PCDH20	64881
hsa-miR-30c	3.4e-12	7.76e-06	negative	GABRB1	2560
hsa-miR-30c	3.4e-12	8.04e-06	negative	UCP3	7352
hsa-miR-30c	3.4e-12	8.08e-06	negative	EFNA3	1944
hsa-miR-30c	3.4e-12	1.21e-05	negative	SNAI1	6615
hsa-miR-30c	3.4e-12	1.36e-05	negative	RTN4R	65078
hsa-miR-30c	3.4e-12	1.38e-05	negative	PTPDC1	138639
hsa-miR-30c	3.4e-12	1.48e-05	negative	GLDC	2731
hsa-miR-30c	3.4e-12	1.64e-05	negative	ASB4	51666
